job,iter,tstop,size,graph_class,schedule,tpart,graph,get_averages,burn_in,samples,fixed-temp,scale0,concurrent,flips,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm
7309,28,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,103227.0,51384.0,-100191.0,1e-05,-98.8752,-0.00455976,2597.0,13608.0,275791.0
7310,29,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,111060.0,51181.0,-99785.0,1e-05,-97.6739,-0.027077,2597.0,21041.0,312740.0
7311,30,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,95811.0,50902.0,-99227.0,1e-05,-98.2294,-0.00783583,2597.0,11746.0,252713.0
7312,31,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,112345.0,50738.0,-98899.0,1e-05,-97.5325,-0.0324217,2597.0,14876.0,303994.0
7313,32,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,176587.0,50299.0,-98021.0,1e-05,-94.5369,-0.0132824,2597.0,36998.0,506861.0
7314,33,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,89719.0,50974.0,-99371.0,1e-05,-98.3149,-0.0182164,2597.0,11347.0,236395.0
7315,34,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,120417.0,50514.0,-98451.0,1e-05,-96.3596,-0.0161336,2597.0,21045.0,328472.0
7316,35,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,74212.0,50817.0,-99057.0,1e-05,-98.5341,0.0102223,2597.0,7761.0,200060.0
7317,36,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,158799.0,51132.0,-99687.0,1e-05,-96.5093,0.0472103,2597.0,32973.0,466129.0
7318,37,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,110422.0,49910.0,-97243.0,1e-05,-95.7513,0.00640219,2597.0,17297.0,308530.0
7319,38,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,96716.0,50633.0,-98689.0,1e-05,-97.569,0.0288666,2597.0,12793.0,257089.0
7320,39,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,130213.0,50255.0,-97933.0,1e-05,-95.8562,0.0592149,2597.0,22282.0,367784.0
7321,0,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,98166.0,20082.0,-41300.0,1e-05,-40.8591,-0.00725274,2597.0,12051.0,263136.0
7322,1,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7323,2,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,116229.0,20054.0,-41244.0,1e-05,-40.361,0.012724,2597.0,18319.0,328399.0
7324,3,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,216599.0,20044.0,-41224.0,1e-05,-38.9688,-0.0174934,2597.0,50484.0,626562.0
7325,4,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,65690.0,19881.0,-40898.0,1e-05,-40.5498,-0.0277391,2597.0,6750.0,175230.0
7326,5,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,133786.0,19939.0,-41014.0,1e-05,-40.1465,-0.0207945,2597.0,24271.0,383794.0
7327,6,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,93353.0,20243.0,-41622.0,1e-05,-40.8581,0.00135004,2597.0,9791.0,246311.0
7328,7,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,65893.0,19997.0,-41130.0,1e-05,-40.9558,0.0168585,2597.0,5387.0,178252.0
7329,8,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,105434.0,20049.0,-41234.0,1e-05,-40.6495,-0.00225183,2597.0,15255.0,285715.0
7330,9,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,77944.0,19871.0,-40878.0,1e-05,-40.6115,0.00241556,2597.0,7633.0,211864.0
7331,10,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7332,11,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,170068.0,19772.0,-40680.0,1e-05,-39.2145,0.018355,2597.0,36824.0,508486.0
7333,12,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,114701.0,20085.0,-41306.0,1e-05,-40.46,-0.0267006,2597.0,21862.0,331257.0
7334,13,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7335,14,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,87005.0,19853.0,-40842.0,1e-05,-40.3747,0.00226331,2597.0,11786.0,237955.0
7336,15,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7337,16,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,67132.0,20054.0,-41244.0,1e-05,-41.0103,-0.0150674,2597.0,6993.0,185810.0
7338,17,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,89146.0,19802.0,-40740.0,1e-05,-40.4355,0.0522238,2597.0,10037.0,235707.0
7339,18,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,89777.0,20288.0,-41712.0,1e-05,-40.9678,-0.0354009,2597.0,10899.0,241885.0
7340,19,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,64417.0,20184.0,-41504.0,1e-05,-41.3083,0.0140922,2597.0,6466.0,180843.0
7341,20,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,95861.0,19987.0,-41110.0,1e-05,-40.7352,-0.00862806,2597.0,11553.0,259094.0
7342,21,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,73404.0,20027.0,-41190.0,1e-05,-40.9713,0.0197609,2597.0,6825.0,195694.0
7343,22,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,59730.0,19955.0,-41046.0,1e-05,-40.866,0.0275293,2597.0,5887.0,161313.0
7344,23,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,119858.0,19984.0,-41104.0,1e-05,-40.453,-0.0121685,2597.0,18104.0,320188.0
7345,24,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,117263.0,19898.0,-40932.0,1e-05,-40.3533,-0.0512817,2597.0,16687.0,317220.0
7346,25,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,78320.0,19634.0,-40404.0,1e-05,-40.2354,0.0112106,2597.0,6581.0,211588.0
7347,26,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,55583.0,20262.0,-41660.0,1e-05,-41.483,0.0133595,2597.0,4494.0,151823.0
7348,27,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,80972.0,19757.0,-40650.0,1e-05,-40.2396,0.0610679,2597.0,8624.0,219977.0
7349,28,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7350,29,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7351,30,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,82879.0,19650.0,-40436.0,1e-05,-40.2047,0.0164973,2597.0,8484.0,218157.0
7352,31,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,73617.0,20142.0,-41420.0,1e-05,-41.0479,0.0105354,2597.0,8715.0,203203.0
7353,32,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,83698.0,19684.0,-40504.0,1e-05,-40.1761,-0.0195871,2597.0,10066.0,226846.0
7354,33,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,62050.0,19893.0,-40922.0,1e-05,-40.725,-0.034465,2597.0,6568.0,164677.0
7355,34,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,84669.0,19750.0,-40636.0,1e-05,-40.2615,0.00205195,2597.0,9219.0,229954.0
7356,35,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7357,36,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,88642.0,19703.0,-40542.0,1e-05,-40.1448,-0.0151742,2597.0,11792.0,247455.0
7358,37,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7359,38,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,77508.0,20329.0,-41794.0,1e-05,-41.4837,0.00845828,2597.0,6621.0,203460.0
7360,39,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,2.0,True,166631.0,19899.0,-40934.0,1e-05,-39.4462,0.0388384,2597.0,39740.0,485826.0
7361,0,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,76127.0,39943.0,-79658.0,1e-05,-79.2081,-0.016797,2597.0,7833.0,205037.0
7362,1,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7363,2,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,101593.0,39406.0,-78584.0,1e-05,-77.717,0.0337797,2597.0,15043.0,276851.0
7364,3,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,83796.0,39731.0,-79234.0,1e-05,-78.362,-0.000858793,2597.0,12276.0,226075.0
7365,4,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,93536.0,40173.0,-80118.0,1e-05,-79.0426,0.0959935,2597.0,14129.0,261278.0
7366,5,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,111309.0,40400.0,-80572.0,1e-05,-79.0145,-0.0198101,2597.0,20160.0,313878.0
7367,6,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,141628.0,40380.0,-80532.0,1e-05,-78.1506,-0.00756452,2597.0,28704.0,407467.0
7368,7,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,75814.0,39792.0,-79356.0,1e-05,-78.7626,0.0173776,2597.0,8096.0,201416.0
7369,8,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,112262.0,40525.0,-80822.0,1e-05,-79.4058,0.0319457,2597.0,16547.0,308809.0
7370,9,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,87988.0,40221.0,-80214.0,1e-05,-79.4041,-0.0173573,2597.0,10975.0,237322.0
7371,10,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,69365.0,39866.0,-79504.0,1e-05,-79.0457,-0.0310915,2597.0,7147.0,185193.0
7372,11,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,121589.0,39967.0,-79706.0,1e-05,-77.7068,0.0453306,2597.0,24188.0,345146.0
7373,12,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7374,13,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,151911.0,40110.0,-79992.0,1e-05,-77.5586,-0.0122505,2597.0,30224.0,429430.0
7375,14,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,657427.0,41153.0,-82078.0,1e-05,-64.2726,0.00660127,2597.0,197453.0,2044450.0
7376,15,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,89272.0,39716.0,-79204.0,1e-05,-78.3496,0.00968188,2597.0,11859.0,246171.0
7377,16,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,190838.0,39596.0,-78964.0,1e-05,-75.4216,-0.0380533,2597.0,44515.0,562125.0
7378,17,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,95802.0,40046.0,-79864.0,1e-05,-78.9508,0.0537438,2597.0,12250.0,259517.0
7379,18,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,214436.0,39975.0,-79722.0,1e-05,-74.7192,0.00969215,2597.0,56019.0,615168.0
7380,19,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7381,20,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,101778.0,40070.0,-79912.0,1e-05,-79.0583,-0.021302,2597.0,13952.0,276381.0
7382,21,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,87361.0,39200.0,-78172.0,1e-05,-77.553,-0.0378984,2597.0,10263.0,239911.0
7383,22,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7384,23,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,127061.0,40817.0,-81406.0,1e-05,-78.8156,0.0535223,2597.0,20564.0,344451.0
7385,24,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,180942.0,40791.0,-81354.0,1e-05,-78.0519,0.0349366,2597.0,39569.0,520187.0
7386,25,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7387,26,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,84555.0,39700.0,-79172.0,1e-05,-78.3032,-0.0400861,2597.0,12187.0,229982.0
7388,27,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,106587.0,39710.0,-79192.0,1e-05,-78.2838,0.0112671,2597.0,14968.0,291955.0
7389,28,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,79062.0,40261.0,-80294.0,1e-05,-79.754,0.0184945,2597.0,8892.0,215985.0
7390,29,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,115626.0,39305.0,-78382.0,1e-05,-77.1464,0.0169363,2597.0,19970.0,327276.0
7391,30,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,94938.0,39913.0,-79598.0,1e-05,-78.7694,-0.000954053,2597.0,11996.0,255762.0
7392,31,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,127360.0,40281.0,-80334.0,1e-05,-78.3331,-0.0085014,2597.0,24512.0,352365.0
7393,32,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,95728.0,39472.0,-78716.0,1e-05,-78.0597,-0.0100841,2597.0,9245.0,251203.0
7394,33,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,129556.0,39503.0,-78778.0,1e-05,-76.7847,-0.0205993,2597.0,23051.0,360270.0
7395,34,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,89996.0,39195.0,-78162.0,1e-05,-77.1639,-0.0362275,2597.0,13003.0,245727.0
7396,35,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7397,36,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7398,37,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7399,38,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7400,39,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,2.0,True,167293.0,40009.0,-79790.0,1e-05,-76.7356,-0.0444123,2597.0,35752.0,477188.0
7401,0,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7402,1,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,47077.0,11387.0,-22923.0,1e-05,-22.8114,-0.0651015,2497.0,2866.0,126972.0
7403,2,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,61094.0,11189.0,-22527.0,1e-05,-22.3531,-0.0505034,2497.0,6289.0,164205.0
7404,3,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7405,4,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,59625.0,11450.0,-23049.0,1e-05,-22.9947,-0.0100869,2497.0,4359.0,160204.0
7406,5,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,44750.0,11257.0,-22663.0,1e-05,-22.6044,0.0185664,2497.0,3627.0,119323.0
7407,6,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,35097.0,11043.0,-22235.0,1e-05,-22.1948,-0.0239288,2497.0,2777.0,94681.6
7408,7,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7409,8,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,32067.0,11102.0,-22353.0,1e-05,-22.2996,-0.0228097,2497.0,2763.0,80965.0
7410,9,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,44162.0,11117.0,-22383.0,1e-05,-22.3077,0.0457771,2497.0,2719.0,120802.0
7411,10,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7412,11,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7413,12,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7414,13,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7415,14,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7416,15,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7417,16,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,60259.0,11491.0,-23131.0,1e-05,-23.0178,0.0263714,2497.0,3942.0,158732.0
7418,17,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,52250.0,11106.0,-22361.0,1e-05,-22.3263,-0.0485726,2497.0,3006.0,147121.0
7419,18,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,69023.0,11344.0,-22837.0,1e-05,-22.7489,-0.0186215,2497.0,5065.0,184449.0
7420,19,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,41526.0,11149.0,-22447.0,1e-05,-22.3659,0.0178541,2497.0,2931.0,113070.0
7421,20,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45622.0,11180.0,-22509.0,1e-05,-22.4549,-0.0553561,2497.0,3520.0,121333.0
7422,21,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,56386.0,11465.0,-23079.0,1e-05,-22.7955,-0.0350126,2497.0,3304.0,148791.0
7423,22,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,57153.0,11252.0,-22653.0,1e-05,-22.573,-0.0425979,2497.0,4202.0,159136.0
7424,23,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,52564.0,11182.0,-22513.0,1e-05,-22.4165,0.0119235,2497.0,3887.0,142244.0
7425,24,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,47586.0,11131.0,-22411.0,1e-05,-22.3811,-0.0406439,2497.0,2648.0,129582.0
7426,25,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,54185.0,11011.0,-22171.0,1e-05,-22.1393,-0.0137879,2497.0,3759.0,147488.0
7427,26,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7428,27,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,57208.0,11171.0,-22491.0,1e-05,-22.4134,-0.0594,2497.0,5031.0,150802.0
7429,28,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,49765.0,11290.0,-22729.0,1e-05,-22.5768,0.00951509,2497.0,3792.0,135222.0
7430,29,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,67421.0,11408.0,-22965.0,1e-05,-22.6757,-0.0310561,2497.0,6050.0,175839.0
7431,30,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45099.0,11154.0,-22457.0,1e-05,-22.4142,-0.0188757,2497.0,2771.0,125399.0
7432,31,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,53053.0,11220.0,-22589.0,1e-05,-22.5517,0.0916525,2497.0,3353.0,146878.0
7433,32,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7434,33,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,53682.0,10901.0,-21951.0,1e-05,-21.9048,-0.0288391,2497.0,3881.0,147540.0
7435,34,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
7436,35,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,51298.0,11653.0,-23455.0,1e-05,-23.3463,-0.023302,2497.0,3037.0,140588.0
7437,36,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45355.0,11130.0,-22409.0,1e-05,-22.357,0.0217262,2497.0,3725.0,122960.0
7438,37,1e-05,250,partitioning_strengths,quad,3.9999999999999994e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,56044.0,11362.0,-22873.0,1e-05,-22.8009,-0.00344081,2497.0,3774.0,152444.0
